,Opportunity_ID,Items_Count,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Account_Created_Date,Billing_Country,Account_Name,Opportunity_Name,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Currency,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Month,Delivery_Quarter,Delivery_Year,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A,diferencia_en_dias,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Opportunity_Created_Year,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Target
7824,8285,1,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_4277,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_109,Product_Name_148,JPY,48.0,,0.43154,2018 - 7,Q3,2018,0.0,JPY,198000.0,JPY,198000.0,Prod_Category_A_None,4,141,2018,137,2018-05-17,141.0,2018.0,204,2018,204.0,2018.0,1
7825,8286,3,Japan,None,1,0,0,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_4270,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_20,Product_Name_20,JPY,48.0,,0.43154,2018 - 6,Q2,2018,0.0,JPY,315880.0,JPYJPYJPY,947640.0,Prod_Category_A_None,4,141,2018,137,2018-05-17,141.0,2018.0,163,2018,163.0,2018.0,1
7826,8287,1,APAC,India,1,0,0,0,Bureaucratic_Code_4,10/30/2017,India,Account_Name_539,Opportunity_Name_4375,Person_Name_59,Person_Name_49,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_1,None,Person_Name_49,Product_Family_212,Product_Name_452,USD,0.36,,0.36,2018 - 6,Q2,2018,0.0,USD,166320.0,USD,166320.0,Prod_Category_A_None,13,150,2018,137,2018-05-17,151.0,2018.0,152,2018,181.0,2018.0,1
7827,8288,1,APAC,India,1,1,1,0,Bureaucratic_Code_4,10/30/2017,India,Account_Name_539,Opportunity_Name_4373,Person_Name_59,Person_Name_49,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_49,Product_Family_212,Product_Name_448,USD,0.3275,,0.3275,2018 - 7,Q3,2018,1.0,USD,340436.25,USD,340436.25,Prod_Category_A_None,26,163,2018,137,2018-05-17,181.0,2018.0,182,2018,212.0,2018.0,0
7828,8289,2,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_263,Opportunity_Name_2756,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_2,None,Person_Name_13,Product_Family_204,Product_Name_413,EUR,0.345,,0.39023,2018 - 6,Q2,2018,0.0,EUR,154836.0,EUREUR,309672.0,Prod_Category_A_None,40,177,2018,137,2018-05-17,,,169,2018,180.0,2018.0,1
7829,8290,1,Middle East,KSA,1,1,1,0,Bureaucratic_Code_4,6/12/2017,South Africa,Account_Name_1686,Opportunity_Name_7516,Person_Name_13,Person_Name_41,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_7,None,Person_Name_41,Product_Family_109,Product_Name_148,USD,0.38,,0.38,2018 - 5,Q2,2018,0.0,USD,73150.0,USD,73150.0,Prod_Category_A_None,0,137,2018,137,2018-05-17,136.0,2018.0,141,2018,145.0,2018.0,1
7830,8291,1,EMEA,Germany,1,1,0,0,Bureaucratic_Code_5,5/3/2018,Netherlands,Account_Name_1311,Opportunity_Name_8922,Person_Name_18,Person_Name_18,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_18,Product_Family_127,Product_Name_210,EUR,0.29,,0.32802,2018 - 10,Q4,2018,1.0,EUR,332666.25,EUR,332666.25,Prod_Category_A_None,130,267,2018,137,2018-05-17,285.0,2018.0,295,2018,299.0,2018.0,0
7831,8292,3,Americas,SE America,1,1,1,0,Bureaucratic_Code_4,8/22/2013,United States,Account_Name_1752,Opportunity_Name_1405,Person_Name_8,Person_Name_8,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_29,Product_Name_29,USD,0.4,,0.4,2018 - 9,Q3,2018,16.666666666666668,USD,19998001.0,USDUSDUSD,59994003.0,Prod_Category_A_None,62,200,2018,138,2018-05-18,172.0,2018.0,244,2018,320.0,2018.0,0
7832,8293,14,Americas,Central US,1,1,0,0,Bureaucratic_Code_5,7/27/2013,United States,Account_Name_1083,Opportunity_Name_809,Person_Name_8,Person_Name_8,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_33,Product_Family_212,Product_Name_449,USD,0.4249999999999999,,0.4249999999999999,2018 - 9,Q3,2018,1.6428571428571428,USD,9955806.5,USDUSDUSDUSDUSDUSDUSDUSDUSDUSDUSDUSDUSDUSD,139381291.0,Prod_Category_A_None,103,241,2018,138,2018-05-18,187.0,2018.0,254,2018,254.0,2018.0,1
7833,8294,1,EMEA,Netherlands,1,0,0,0,Bureaucratic_Code_4,3/3/2016,Luxembourg,Account_Name_271,Opportunity_Name_3115,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,EUR,Person_Name_18,Product_Family_215,Product_Name_464,EUR,0.365,,0.41285,2018 - 6,Q2,2018,0.0,EUR,115451.33,EUR,115451.33,Prod_Category_A_None,6,144,2018,138,2018-05-18,145.0,2018.0,161,2018,173.0,2018.0,0
7834,8295,2,Americas,NW America,1,1,1,0,Bureaucratic_Code_4,5/20/2017,United States,Account_Name_742,Opportunity_Name_5162,Person_Name_8,Person_Name_8,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_121,Product_Name_181,USD,0.515,,0.515,2018 - 5,Q2,2018,0.0,USD,118307.0,USDUSD,236614.0,Prod_Category_A_None,2,140,2018,138,2018-05-18,,,141,2018,145.0,2018.0,1
7835,8296,1,Japan,None,1,1,0,0,Bureaucratic_Code_5,3/6/2017,India,Account_Name_221,Opportunity_Name_12954,Person_Name_59,Person_Name_40,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_6,None,Person_Name_40,Product_Family_37,Product_Name_38,USD,0.0,,0.0,2018 - 5,Q2,2018,0.0,USD,45.0,USD,45.0,Prod_Category_A_None,0,138,2018,138,2018-05-18,,,150,2018,151.0,2018.0,0
7836,8297,1,Japan,None,1,1,1,0,Bureaucratic_Code_4,8/10/2016,Japan,Account_Name_972,Opportunity_Name_12696,Person_Name_66,Person_Name_66,Account_Type_2,Opportunity_Type_4,Non Binding,Delivery_Terms_5,None,Person_Name_61,Product_Family_132,Product_Name_231,USD,0.39,,0.39,2018 - 10,Q4,2018,0.0,USD,116945.4,USD,116945.4,Prod_Category_A_None,133,271,2018,138,2018-05-18,,,274,2018,333.0,2018.0,0
7837,8298,1,APAC,Taiwan,1,1,1,0,Bureaucratic_Code_4,10/26/2016,Taiwan,Account_Name_1161,Opportunity_Name_6924,Person_Name_65,Person_Name_65,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_65,Product_Family_139,Product_Name_246,USD,0.36,,0.36,2018 - 8,Q3,2018,0.0,USD,180009.0,USD,180009.0,Prod_Category_A_None,145,283,2018,138,2018-05-18,,,232,2018,239.0,2018.0,0
7838,8299,1,APAC,Taiwan,1,0,0,0,Bureaucratic_Code_5,10/26/2016,Taiwan,Account_Name_1161,Opportunity_Name_6925,Person_Name_65,Person_Name_65,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_65,Product_Family_139,Product_Name_246,USD,0.34,,0.34,2018 - 8,Q3,2018,0.0,USD,170008.5,USD,170008.5,Prod_Category_A_None,145,283,2018,138,2018-05-18,,,239,2018,246.0,2018.0,0
7839,8301,1,APAC,Singapore,1,1,0,0,Bureaucratic_Code_5,9/16/2016,Singapore,Account_Name_1931,Opportunity_Name_3407,Person_Name_21,Person_Name_65,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_6,None,Person_Name_65,Product_Family_133,Product_Name_220,USD,0.37,,0.37,2018 - 7,Q3,2018,1.0,USD,370185.0,USD,370185.0,Prod_Category_A_None,150,288,2018,138,2018-05-18,181.0,2018.0,182,2018,212.0,2018.0,0
7840,8302,3,APAC,Taiwan,1,1,0,0,Bureaucratic_Code_5,8/31/2016,Taiwan,Account_Name_1496,Opportunity_Name_10479,Person_Name_65,Person_Name_26,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_40,Product_Family_139,Product_Name_246,USD,0.35833333333333334,,0.35833333333333334,2018 - 11,Q4,2018,0.0,USD,279807.5,USDUSDUSD,839422.5,Prod_Category_A_None,122,260,2018,138,2018-05-18,,,330,2018,337.0,2018.0,1
7841,8305,2,EMEA,France,1,1,1,0,Bureaucratic_Code_4,1/23/2018,France,Account_Name_267,Opportunity_Name_12784,Person_Name_16,Person_Name_16,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,EUR,Person_Name_16,Product_Family_133,Product_Name_226,EUR,0.33,,0.37326,2018 - 8,Q3,2018,0.0,EUR,213820.0,EUREUR,427640.0,Prod_Category_A_None,11,149,2018,138,2018-05-18,,,232,2018,232.0,2018.0,0
7842,8306,1,EMEA,Italy,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Italy,Account_Name_514,Opportunity_Name_4545,Person_Name_2,Person_Name_2,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,EUR,Person_Name_2,Product_Family_109,Product_Name_148,EUR,0.295,,0.33366999999999997,2018 - 7,Q3,2018,0.0,EUR,109518.75,EUR,109518.75,Prod_Category_A_None,52,190,2018,138,2018-05-18,227.0,2018.0,201,2018,205.0,2018.0,0
7843,8308,2,Americas,None,0,0,0,0,Bureaucratic_Code_4,2/23/2018,United States,Account_Name_1414,Opportunity_Name_4456,Person_Name_46,Person_Name_46,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_46,Product_Family_29,Product_Name_29,USD,0.515,,0.515,2018 - 9,Q3,2018,0.0,USD,44010.0,USDUSD,88020.0,Prod_Category_A_None,114,253,2018,139,2018-05-19,,,246,2018,271.0,2018.0,0
7844,8310,1,APAC,India,1,0,0,0,Bureaucratic_Code_5,1/28/2014,India,Account_Name_1893,Opportunity_Name_11854,Person_Name_60,Person_Name_60,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,USD,Person_Name_60,Product_Family_208,Product_Name_435,USD,0.38,,0.38,2018 - 6,Q2,2018,1.0,USD,530955.0,USD,530955.0,Prod_Category_A_None,12,152,2018,140,2018-05-20,151.0,2018.0,152,2018,181.0,2018.0,0
7845,8311,1,APAC,India,0,0,0,0,Bureaucratic_Code_4,5/20/2018,India,Account_Name_9,Opportunity_Name_1705,Person_Name_60,Person_Name_60,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_60,Product_Family_212,Product_Name_452,USD,0.32,,0.32,2018 - 11,Q4,2018,0.0,USD,140448.0,USD,140448.0,Prod_Category_A_None,131,271,2018,140,2018-05-20,304.0,2018.0,305,2018,365.0,2018.0,0
7846,8312,1,APAC,India,1,1,0,0,Bureaucratic_Code_5,6/4/2018,India,Account_Name_1057,Opportunity_Name_6360,Person_Name_60,Person_Name_60,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_60,Product_Family_212,Product_Name_448,USD,0.29,,0.29,2018 - 9,Q3,2018,1.0,USD,291406.5,USD,291406.5,Prod_Category_A_None,81,221,2018,140,2018-05-20,212.0,2018.0,244,2018,273.0,2018.0,1
7847,8313,1,APAC,China (PRC),1,1,1,0,Bureaucratic_Code_4,5/21/2018,China,Account_Name_1568,Opportunity_Name_12434,Person_Name_65,Person_Name_65,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_8,None,Person_Name_65,Product_Family_132,Product_Name_228,USD,0.36,,0.36,2018 - 7,Q3,2018,2.0,USD,783000.0,USD,783000.0,Prod_Category_A_None,142,283,2018,141,2018-05-21,,,197,2018,204.0,2018.0,0
7848,8315,1,APAC,India,1,1,0,0,Bureaucratic_Code_5,1/19/2015,India,Account_Name_1537,Opportunity_Name_10593,Person_Name_59,Person_Name_59,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_59,Product_Family_215,Product_Name_460,USD,0.285,,0.285,2018 - 8,Q3,2018,1.0,USD,293812.2,USD,293812.2,Prod_Category_A_None,79,220,2018,141,2018-05-21,212.0,2018.0,213,2018,219.0,2018.0,1
7849,8316,1,APAC,India,1,1,0,0,Bureaucratic_Code_5,5/21/2018,India,Account_Name_1742,Opportunity_Name_11302,Person_Name_59,Person_Name_59,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_59,Product_Family_215,Product_Name_464,USD,0.31,,0.31,2018 - 7,Q3,2018,0.0,USD,56125.5,USD,56125.5,Prod_Category_A_None,84,225,2018,141,2018-05-21,188.0,2018.0,197,2018,202.0,2018.0,1
7850,8318,1,EMEA,Italy,1,1,1,0,Bureaucratic_Code_4,2/14/2017,Italy,Account_Name_397,Opportunity_Name_3757,Person_Name_2,Person_Name_2,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_2,EUR,Person_Name_2,Product_Family_127,Product_Name_214,EUR,0.265,,0.29974,2018 - 11,Q4,2018,0.0,EUR,96218.85,EUR,96218.85,Prod_Category_A_None,192,333,2018,141,2018-05-21,334.0,2018.0,309,2018,313.0,2018.0,0
7851,8319,1,EMEA,Italy,1,1,1,0,Bureaucratic_Code_4,2/14/2017,Italy,Account_Name_397,Opportunity_Name_3754,Person_Name_2,Person_Name_2,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_2,EUR,Person_Name_2,Product_Family_127,Product_Name_214,EUR,0.325,,0.36761,2018 - 11,Q4,2018,0.0,EUR,138937.5,EUR,138937.5,Prod_Category_A_None,192,333,2018,141,2018-05-21,335.0,2018.0,334,2018,338.0,2018.0,0
7852,8320,1,Japan,Japan,1,1,0,0,Bureaucratic_Code_5,5/21/2018,Japan,Account_Name_948,Opportunity_Name_5848,Person_Name_32,Person_Name_32,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_4,USD,Person_Name_32,Product_Family_132,Product_Name_231,JPY,43.0,,0.38659,2019 - 1,Q1,2019,0.0,JPY,21498280.0,JPY,21498280.0,Prod_Category_A_None,207,348,2018,141,2018-05-21,,,1,2019,90.0,2019.0,0
7853,8321,1,EMEA,France,1,1,1,0,Bureaucratic_Code_4,7/27/2013,France,Account_Name_682,Opportunity_Name_12810,Person_Name_16,Person_Name_16,Account_Type_2,Opportunity_Type_20,Non Binding,Delivery_Terms_2,EUR,Person_Name_16,Product_Family_100,Product_Name_128,EUR,0.32,,0.36195,2018 - 7,Q3,2018,1.0,EUR,434160.0,EUR,434160.0,Prod_Category_A_None,88,229,2018,141,2018-05-21,159.0,2018.0,191,2018,208.0,2018.0,0
7854,8322,1,Americas,NW America,0,0,0,0,Bureaucratic_Code_4,2/9/2018,United States,Account_Name_1447,Opportunity_Name_7586,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_64,Product_Family_133,Product_Name_226,USD,0.55,,0.55,2018 - 5,Q2,2018,0.0,USD,7975.0,USD,7975.0,Prod_Category_A_None,9,150,2018,141,2018-05-21,151.0,2018.0,145,2018,145.0,2018.0,0
7855,8324,2,Americas,SW America,0,0,0,0,Bureaucratic_Code_4,5/11/2018,United States,Account_Name_1548,Opportunity_Name_9601,Person_Name_46,Person_Name_46,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_46,Product_Family_29,Product_Name_29,USD,0.505,,0.505,2018 - 7,Q3,2018,0.0,USD,103265.0,USDUSD,206530.0,Prod_Category_A_None,9,151,2018,142,2018-05-22,,,197,2018,208.0,2018.0,0
7856,8325,1,Americas,NW America,1,1,1,0,Bureaucratic_Code_4,6/17/2015,United States,Account_Name_170,Opportunity_Name_8138,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_64,Product_Family_133,Product_Name_226,USD,0.49,,0.49,2018 - 5,Q2,2018,0.0,USD,2273.6,USD,2273.6,Prod_Category_A_None,8,150,2018,142,2018-05-22,180.0,2018.0,151,2018,151.0,2018.0,1
7857,8326,2,Japan,None,1,1,0,0,Bureaucratic_Code_5,6/2/2016,Japan,Account_Name_847,Opportunity_Name_5628,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_20,Product_Name_20,JPY,40.0,,0.35962,2019 - 3,Q1,2019,0.0,JPY,3036000.0,JPYJPY,6072000.0,Prod_Category_A_None,212,354,2018,142,2018-05-22,142.0,2018.0,87,2019,87.0,2019.0,1
7858,8327,1,Japan,None,1,1,0,0,Bureaucratic_Code_5,6/2/2016,Japan,Account_Name_847,Opportunity_Name_5636,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,40.0,,0.35962,2019 - 3,Q1,2019,0.0,JPY,3016000.0,JPY,3016000.0,Prod_Category_A_None,209,351,2018,142,2018-05-22,142.0,2018.0,87,2019,87.0,2019.0,1
7859,8328,1,Japan,None,1,1,0,0,Bureaucratic_Code_5,6/2/2016,Japan,Account_Name_847,Opportunity_Name_5637,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,40.0,,0.35962,2019 - 3,Q1,2019,0.0,JPY,3016000.0,JPY,3016000.0,Prod_Category_A_None,209,351,2018,142,2018-05-22,142.0,2018.0,87,2019,87.0,2019.0,1
7860,8329,1,Japan,None,1,1,0,0,Bureaucratic_Code_5,6/2/2016,Japan,Account_Name_847,Opportunity_Name_5638,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,40.0,,0.35962,2019 - 3,Q1,2019,0.0,JPY,3016000.0,JPY,3016000.0,Prod_Category_A_None,209,351,2018,142,2018-05-22,142.0,2018.0,87,2019,87.0,2019.0,1
7861,8332,1,Japan,None,1,1,1,0,Bureaucratic_Code_4,6/2/2016,Japan,Account_Name_847,Opportunity_Name_5635,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,48.0,,0.43154,2019 - 3,Q1,2019,0.0,JPY,4732800.0,JPY,4732800.0,Prod_Category_A_None,198,340,2018,142,2018-05-22,142.0,2018.0,90,2019,90.0,2019.0,0
7862,8334,1,Japan,None,1,1,1,0,Bureaucratic_Code_4,6/2/2016,Japan,Account_Name_847,Opportunity_Name_5835,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,48.0,,0.43154,2019 - 3,Q1,2019,0.0,JPY,4732800.0,JPY,4732800.0,Prod_Category_A_None,198,340,2018,142,2018-05-22,142.0,2018.0,90,2019,90.0,2019.0,0
7863,8335,1,Japan,None,1,1,1,0,Bureaucratic_Code_4,6/2/2016,Japan,Account_Name_847,Opportunity_Name_5836,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,48.0,,0.43154,2019 - 3,Q1,2019,0.0,JPY,4176000.0,JPY,4176000.0,Prod_Category_A_None,198,340,2018,142,2018-05-22,142.0,2018.0,90,2019,90.0,2019.0,0
7864,8337,1,Japan,None,1,1,0,0,Bureaucratic_Code_5,6/2/2016,Japan,Account_Name_847,Opportunity_Name_11847,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,45.0,,0.40457,2019 - 6,Q2,2019,0.0,JPY,4437000.0,JPY,4437000.0,Prod_Category_A_None,198,340,2018,142,2018-05-22,142.0,2018.0,181,2019,181.0,2019.0,0
7865,8338,1,Japan,None,1,1,0,0,Bureaucratic_Code_5,6/2/2016,Japan,Account_Name_847,Opportunity_Name_11848,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,45.0,,0.40457,2019 - 6,Q2,2019,0.0,JPY,1670400.0,JPY,1670400.0,Prod_Category_A_None,198,340,2018,142,2018-05-22,142.0,2018.0,181,2019,181.0,2019.0,0
7866,8339,1,EMEA,Germany,1,1,0,0,Bureaucratic_Code_5,3/17/2017,Germany,Account_Name_1639,Opportunity_Name_8844,Person_Name_62,Person_Name_62,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_41,Product_Family_100,Product_Name_128,EUR,0.305,,0.34498,2018 - 5,Q2,2018,1.0,EUR,193522.5,EUR,193522.5,Prod_Category_A_None,127,269,2018,142,2018-05-22,152.0,2018.0,148,2018,152.0,2018.0,1
7867,8340,6,Japan,None,1,0,0,0,Bureaucratic_Code_4,4/20/2015,Japan,Account_Name_1836,Opportunity_Name_5922,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_230,Product_Name_495,JPY,65.0,,0.58437,2018 - 6,Q2,2018,0.0,JPY,552400.0,JPYJPYJPYJPYJPYJPY,3314400.0,Prod_Category_A_None,1,143,2018,142,2018-05-22,143.0,2018.0,152,2018,152.0,2018.0,1
7868,8341,1,APAC,India,1,1,0,0,Bureaucratic_Code_5,5/22/2018,India,Account_Name_1576,Opportunity_Name_10745,Person_Name_59,Person_Name_59,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_59,Product_Family_212,Product_Name_452,USD,0.4,,0.4,2018 - 7,Q3,2018,0.0,USD,184800.0,USD,184800.0,Prod_Category_A_None,55,197,2018,142,2018-05-22,145.0,2018.0,204,2018,210.0,2018.0,1
7869,8342,1,APAC,India,1,1,1,0,Bureaucratic_Code_4,10/16/2017,India,Account_Name_1059,Opportunity_Name_6376,Person_Name_59,Person_Name_59,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_59,Product_Family_212,Product_Name_449,USD,0.27,,0.27,2018 - 11,Q4,2018,2.0,USD,487620.0,USD,487620.0,Prod_Category_A_None,140,282,2018,142,2018-05-22,288.0,2018.0,323,2018,334.0,2018.0,0
7870,8343,1,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_1994,Opportunity_Name_12211,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_2,None,Person_Name_13,Product_Family_146,Product_Name_257,EUR,0.39,,0.44113,2018 - 6,Q2,2018,0.0,EUR,8775.0,EUR,8775.0,Prod_Category_A_None,1,143,2018,142,2018-05-22,,,155,2018,159.0,2018.0,1
7871,8345,1,EMEA,Netherlands,1,1,1,0,Bureaucratic_Code_4,4/10/2015,Netherlands,Account_Name_760,Opportunity_Name_5967,Person_Name_18,Person_Name_18,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_18,Product_Family_118,Product_Name_175,EUR,0.32,,0.36195,2018 - 6,Q2,2018,1.0,EUR,201600.0,EUR,201600.0,Prod_Category_A_None,0,143,2018,143,2018-05-23,149.0,2018.0,155,2018,159.0,2018.0,1
7872,8347,1,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,5/23/2018,Japan,Account_Name_979,Opportunity_Name_485,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_47,Product_Family_132,Product_Name_231,JPY,51.0,,0.45401,2018 - 7,Q3,2018,0.0,JPY,1874560.0,JPY,1874560.0,Prod_Category_A_None,7,150,2018,143,2018-05-23,,,184,2018,184.0,2018.0,1
7873,8349,1,Japan,None,1,1,0,0,Bureaucratic_Code_5,8/22/2014,Japan,Account_Name_851,Opportunity_Name_5504,Person_Name_66,Person_Name_66,Account_Type_2,Opportunity_Type_4,Non Binding,Delivery_Terms_4,None,Person_Name_66,Product_Family_132,Product_Name_227,USD,0.38,,0.38,2019 - 2,Q1,2019,1.0,USD,495900.0,USD,495900.0,Prod_Category_A_None,203,346,2018,143,2018-05-23,,,32,2019,59.0,2019.0,0
7874,8350,2,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,9/14/2017,Japan,Account_Name_118,Opportunity_Name_2321,Person_Name_55,Person_Name_55,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_55,Product_Family_20,Product_Name_20,JPY,50.0,,0.44952,2018 - 8,Q3,2018,0.0,JPY,1964000.0,JPYJPY,3928000.0,Prod_Category_A_None,2,145,2018,143,2018-05-23,,,229,2018,229.0,2018.0,1
7875,8351,1,Japan,None,1,0,0,0,Bureaucratic_Code_4,8/17/2016,Japan,Account_Name_1240,Opportunity_Name_829,Person_Name_50,Person_Name_50,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_132,Product_Name_231,JPY,55.0,,0.49446999999999997,2018 - 6,Q2,2018,0.0,JPY,287100.0,JPY,287100.0,Prod_Category_A_None,5,148,2018,143,2018-05-23,148.0,2018.0,166,2018,166.0,2018.0,1
7876,8352,1,APAC,India,1,1,0,0,Bureaucratic_Code_5,9/27/2017,India,Account_Name_975,Opportunity_Name_12698,Person_Name_60,Person_Name_60,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_60,Product_Family_208,Product_Name_439,USD,0.365,,0.365,2018 - 7,Q3,2018,0.0,USD,91421.55,USD,91421.55,Prod_Category_A_None,126,269,2018,143,2018-05-23,212.0,2018.0,196,2018,243.0,2018.0,0
7877,8354,6,Japan,None,1,0,0,0,Bureaucratic_Code_4,4/20/2015,Japan,Account_Name_1836,Opportunity_Name_5858,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_50,Product_Family_230,Product_Name_495,JPY,65.0,,0.58437,2018 - 6,Q2,2018,0.0,JPY,456850.0,JPYJPYJPYJPYJPYJPY,2741100.0,Prod_Category_A_None,5,148,2018,143,2018-05-23,148.0,2018.0,164,2018,164.0,2018.0,1
